Participant,Condition,Gender,Cohort,Timepoint,Semester_Week,Test_Version,Part,Question,Item,Score,Item-Level Accuracy,Accuracy_Raw,Baseline_Threat,EMA_Threat,perception,rating
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Quantitative,1,B01,0.222222222,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Anxiety,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Confidence,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Anxiety,5
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Difficulty,4
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Anxiety,1
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Difficulty,1
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Anxiety,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Anxiety,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Anxiety,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Confidence,4
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Anxiety,3
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Confidence,6
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Anxiety,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Confidence,2
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Anxiety,4
xbwgUanYXq2Y1Tnr,Control,Men,Cohort 1,Posttest,3.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.43534675615212537,0.6666666666666667,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,1
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,6
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,6
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,2,A02,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,2,A02,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,2,A02,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,2
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,6,A06,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,6,A06,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Categorization,6,A06,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,2
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,1
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,6
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,9,A09,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,9,A09,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,9,A09,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,2
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Baseline,-3.0872483221476514,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,1
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,6
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,3,B03,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,3,B03,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,3,B03,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,5,B05,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,5,B05,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,5,B05,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,5
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,8,B08,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,8,B08,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,8,B08,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,9,B09,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,9,B09,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,9,B09,1,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,3
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Confidence,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Anxiety,4
kAlivoHBVrgXFpeF,Control,Women or Non-binary,Cohort 3,Posttest,-3.0872483221476514,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.464653243847875,2.1666666666666665,Difficulty,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,1
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,6
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Quantitative,1,B01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,2,B02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,3,B03,1,0.5645801526717549,1,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,3,B03,1,0.5645801526717549,1,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,3,B03,1,0.5645801526717549,1,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,4,B04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,5,B05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,5,B05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,5,B05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Categorization,6,B06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,0.33131991051454124,0.25,Confidence,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,0.33131991051454124,0.25,Anxiety,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,7,B07,1,0.5645801526717549,1,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,8,B08,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,8,B08,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,8,B08,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,9,B09,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,9,B09,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,9,B09,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,10,B10,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,3
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,10,B10,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Baseline,-2.0872483221476514,B,Qualitative,10,B10,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Quantitative,1,A01,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,2,A02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,2,A02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,2,A02,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,3,A03,1,0.5645801526717549,1,0.33131991051454124,0.25,Difficulty,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,4,A04,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,5,A05,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,6,A06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,6,A06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Anxiety,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Categorization,6,A06,0,-0.4354198473282452,0,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,0.33131991051454124,0.25,Confidence,4
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,0.33131991051454124,0.25,Anxiety,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Qualitative,7,A07,1,0.5645801526717549,1,0.33131991051454124,0.25,Difficulty,5
pKKBGDKorJ3dMQGI,Control,Women or Non-binary,Cohort 3,Posttest,-2.0872483221476514,A,Qualitative,8,A08,0,-0.4354198473282452,0,0.33131991051454124,0.25,Confidence,4
